"Date & Time","use [kWh]","gen [kWh]","Register 1 [kWh]","Register 2 [kWh]","Register 3 [kWh]","Register 4 [kWh]","Register 5 [kWh]","Register 6 [kWh]","Register 7 [kWh]","Register 8 [kWh]","Register 9 [kWh]","Register 10 [kWh]","Register 11 [kWh]","Register 12 [kWh]","Solar [kWh]"
2018-09-21 13:00:00,12541576.469577222,666898.718752222,1204420.425982500,745593.598476944,1138915.375085833,1720665.084104722,870548.688475278,1422882.044737500,1256143.977366111,665527.047188889,842904.569320000,968232.678872778,972062.818516944,733680.161449722,666898.718752222
2018-09-20 13:00:00,12531121.648283887,666579.622520000,1203094.041902222,744424.353590278,1137546.918925000,1719314.475490000,869693.342101111,1421672.934036666,1255336.153403333,665167.305222222,842410.535705278,967652.477815555,971555.428984444,733253.681107778,666579.622520000
2018-09-19 13:00:00,12520966.319781944,666003.509942778,1202109.763338611,743675.144925000,1136571.999068056,1718139.657182500,869021.837498056,1420729.381163056,1254144.797060000,664194.108992222,841414.742569444,967066.469819167,971037.505245556,732860.912920278,666003.509942778
2018-09-18 13:00:00,12509320.232286111,665250.610294722,1201085.846079167,742864.142385556,1135536.535393056,1716906.967027777,868291.641306667,1419697.732036111,1252634.734697500,662898.824422778,840077.609300000,966438.799906111,970463.578613055,732423.821118333,665250.610294722
2018-09-17 13:00:00,12500021.412573332,664596.168147778,1199830.235388055,741777.971441389,1134257.664610000,1715721.549605833,867602.232119444,1418684.580088333,1251993.016400000,662596.400239722,839670.270102500,965892.891880556,969967.394480278,732027.206217222,664596.168147778
2018-09-16 13:00:00,12489659.243486109,663981.865059167,1198813.369059722,740976.354500278,1133245.404616666,1714535.170836944,866929.043938056,1417705.500895555,1250774.981894722,661630.589809722,838664.364129444,965310.927951944,969457.938659167,731615.597193889,663981.865059167
2018-09-15 13:00:00,12478921.866273610,663526.272926667,1197711.392954722,740080.564395278,1132122.353636389,1713367.782195278,866247.883111111,1416731.412172500,1249531.988377500,660660.172782500,837635.327159167,964724.568283611,968919.697198333,731188.724007222,663526.272926667
2018-09-14 13:00:00,12468841.809010832,663271.674534722,1196521.073728056,739072.806043611,1130903.965405278,1712098.524323055,865455.666561667,1415617.244337500,1248677.073403333,660152.695531667,837037.685870278,964151.290952778,968385.778769444,730768.004084167,663271.674534722
2018-09-13 13:00:00,12455892.245295000,662700.806088333,1195585.453633611,738408.382486667,1130005.235144722,1710728.004116111,864579.671084444,1414445.656088333,1246816.889516944,658578.029877222,835349.968057500,963463.335928056,967693.335416667,730238.283944722,662700.806088333
2018-09-12 13:00:00,12442374.730491944,662119.805523056,1194541.547191111,737625.143655000,1128989.435533056,1709313.351370278,863649.292795278,1413231.749610555,1244938.024170000,656981.280643056,833652.625989722,962750.440058056,966991.268926111,729710.570549722,662119.805523056
2018-09-11 13:00:00,12431590.806932500,661669.119367778,1193287.141081111,736582.974929722,1127730.888978055,1707997.614080000,862818.302587778,1412095.845789722,1243954.085393333,656364.549354167,832919.785675833,962146.418264167,966422.735629722,729270.465168889,661669.119367778
2018-09-10 13:00:00,12422077.322364721,661393.838914444,1192078.237496667,735588.011066111,1126512.680139167,1706731.450328056,862032.780094445,1410993.113322778,1243292.608289722,656075.322849167,832507.951881667,961533.601648611,965888.657571667,728842.907676667,661393.838914444
2018-09-09 13:00:00,12411374.525764166,661169.809446389,1191003.304334167,734746.477485000,1125445.440664167,1705384.914467500,861186.493905555,1409846.552851389,1242174.584375555,655238.568289444,831658.918360000,960933.350240278,965333.563243611,728422.357547500,661169.809446389
2018-09-08 13:00:00,12399030.498957500,660813.195238333,1190009.443909722,734005.042978611,1124467.687601389,1704034.631624444,860308.676716666,1408661.384476389,1240455.710752500,653851.080414167,830175.763995833,960334.638515833,964745.563084167,727980.874887778,660813.195238333
2018-09-07 13:00:00,12388021.297623333,660317.319815000,1188615.833711111,732779.845474445,1123044.171817778,1702612.442960278,859346.701643056,1407380.401392222,1239741.950737222,653547.148889444,829759.581847778,959660.478433055,964067.916909444,727464.823807500,660317.319815000
2018-09-06 13:00:00,12375740.648945278,659621.512977500,1187773.054551389,732212.827700278,1122233.049236111,1701342.785776667,858549.455281389,1406277.245957222,1237859.014434167,651903.794327500,828057.710963611,959026.269089167,963498.488879167,727006.952748611,659621.512977500
2018-09-05 13:00:00,12363693.243438888,658850.337292222,1186693.640575833,731345.181446111,1121151.363432222,1699986.522780555,857682.427578889,1405106.341518889,1236374.311909444,650657.491278611,826749.655905555,958411.612498333,962948.741427500,726585.953086944,658850.337292222
2018-09-04 13:00:00,12354124.690701111,658335.686883611,1185435.499347222,730254.706913889,1119859.350833056,1698677.246206111,856867.014312222,1403981.109259722,1235744.135753056,650395.552371667,826350.269778333,957877.472964167,962468.170787778,726214.162173889,658335.686883611
2018-09-03 13:00:00,12345315.008996388,657927.665712500,1184284.633809444,729299.103914444,1118691.947422778,1697459.483806666,856141.880928333,1402953.526667778,1235165.761558333,650134.817638056,825950.332439167,957356.921540555,962009.525148056,725867.074122778,657927.665712500
2018-09-02 13:00:00,12336713.747761944,657514.749289722,1183126.080004167,728317.444160555,1117514.812219167,1696319.835491944,855488.610682500,1402006.163963611,1234583.862876945,649878.616638889,825547.378881944,956847.654321389,961552.700849167,725530.587671667,657514.749289722
2018-09-01 13:00:00,12325195.221038055,656813.409639167,1181991.385862222,727388.538376944,1116377.130586111,1695074.467861111,854733.508123611,1400955.277890833,1233162.897878611,648772.149203889,824349.147389722,956235.308773611,961008.719780000,725146.689311389,656813.409639167
2018-08-31 13:00:00,12315437.162409166,656206.844566389,1180784.096324444,726362.726735555,1115152.896745278,1693879.549028611,854033.861163889,1399941.590493056,1232302.289821111,648282.556530000,823736.095715000,955677.214428055,960496.105916667,724788.179507500,656206.844566389
2018-08-30 13:00:00,12305993.007903609,655526.025909722,1179495.601782778,725234.070193056,1113838.051457778,1692668.714676667,853298.796020833,1398909.137353611,1231655.649617500,648012.446185278,823322.701634167,955136.497007500,959999.512096944,724421.829877500,655526.025909722
2018-08-29 13:00:00,12296463.150469722,654890.036088333,1178209.979017778,724116.004873333,1112521.513720555,1691403.114563889,852513.330726389,1397826.443651944,1231048.890138889,647751.960925555,822920.733446389,954571.575696111,959515.873192222,724063.730516667,654890.036088333
2018-08-28 13:00:00,12287222.884145555,654175.519693056,1176970.650477500,723044.888644444,1111254.502900278,1690189.996869444,851807.360640000,1396819.184707222,1230442.495111111,647484.555100278,822511.325668333,953994.112443056,959017.005956667,723686.805627222,654175.519693056
2018-08-27 13:00:00,12278172.474019444,653487.332143889,1175732.757800278,721958.557955555,1109968.529529722,1689030.024427222,851149.870403333,1395859.493242222,1229839.305245000,647227.083503333,822104.729968055,953451.419330833,958529.061913889,723321.640700000,653487.332143889
2018-08-26 13:00:00,12266480.364951944,652778.620770278,1174677.758152778,721125.383173889,1108907.576256389,1687717.306208889,850350.645511667,1394790.002023333,1228387.563658055,645990.975542500,820814.022189722,952842.243363611,957966.928484722,722909.960386389,652778.620770278
2018-08-25 13:00:00,12253662.908981943,652099.952177778,1173673.934603611,720343.456152778,1107905.318235555,1686399.744739444,849571.895161667,1393730.442843889,1226550.934105833,644301.563336667,819127.603934722,952217.450196944,957364.075299444,722476.490371389,652099.952177778
2018-08-24 13:00:00,12241380.989340833,651372.621229167,1172601.130137500,719486.959007778,1106823.538064722,1685119.983330833,848791.628096667,1392659.850143611,1224926.054517500,642917.515988611,817705.095906667,951582.803772222,956741.665833889,722024.764540833,651372.621229167
2018-08-23 13:00:00,12229685.060048887,650677.971035278,1171550.578264444,718665.587406667,1105769.413709167,1683874.343350278,848023.912041111,1391596.029121667,1223421.781793333,641671.247405000,816411.659476111,950976.061560000,956149.739640278,721574.706280833,650677.971035278
2018-08-22 13:00:00,12218201.967237221,649974.279752778,1170470.781414167,717826.703309444,1104706.929800556,1682644.004851666,847268.193200555,1390551.519616666,1221942.923777222,640531.484417500,815159.678783611,950395.085435833,955557.684477222,721146.978152778,649974.279752778
2018-08-21 13:00:00,12207221.429475278,649268.139392222,1169257.546610278,716840.374980000,1103510.834773611,1681395.752092500,846488.909836111,1389467.675553889,1220764.244580833,639683.410340555,814178.074995833,949844.645860000,955027.836640000,720762.123211667,649268.139392222
2018-08-20 13:00:00,12197484.186360833,648625.901153333,1167921.140397222,715685.595664444,1102170.403813611,1680157.225493889,845736.940059444,1388409.767020000,1220117.156583333,639390.120189444,813756.516511944,949262.549663333,954507.294456389,720369.476507778,648625.901153333
2018-08-19 13:00:00,12185582.677346388,647945.900108333,1166835.437472222,714840.267604167,1101116.001884167,1678922.624580833,845013.108073611,1387404.353588889,1218527.561005000,638055.921171944,812309.665071389,948653.702257500,953944.884625833,719959.150010833,647945.900108333
2018-08-18 13:00:00,12173843.246026111,647237.310632778,1165872.814764722,714124.101343611,1100176.340652222,1677757.983295833,844363.859290000,1386477.983456389,1216792.067631944,636573.071592500,810776.746601666,948053.104056944,953342.216171389,719532.957168889,647237.310632778
2018-08-17 13:00:00,12162213.342326111,646502.714394167,1165002.185853333,713511.110448056,1099339.772876389,1676671.820572500,843784.147748611,1385621.224156111,1214894.692165833,634982.993831389,809071.074621667,947463.667901111,952771.461166389,719099.190984722,646502.714394167
2018-08-16 13:00:00,12150421.967614166,645813.127972500,1163911.270810000,712652.919187500,1098270.147159444,1675417.303743611,843000.717159444,1384545.384031667,1213403.302496944,633733.792777778,807771.076364722,946856.899132778,952186.471827500,718672.682922778,645813.127972500
2018-08-15 13:00:00,12139667.939267777,645125.659178055,1162554.239760556,711492.496254444,1096911.716808889,1674138.144800833,842206.957894722,1383468.354938611,1212493.231507500,633145.272819444,807080.280394444,946285.602656111,951623.221758056,718268.419674167,645125.659178055
2018-08-14 13:00:00,12129727.497957778,644508.831633889,1161149.599226944,710247.024435833,1095498.607664444,1672871.307827778,841420.275824444,1382374.933805556,1211874.585142778,632862.413046111,806675.120267778,945741.994858611,951114.626589444,717897.009268056,644508.831633889
2018-08-13 13:00:00,12120574.937889166,643843.588176389,1159875.077653611,709136.315681389,1094217.730475833,1671696.092588611,840728.146561667,1381390.180034444,1211288.451363611,632601.357671944,806272.961736111,945215.365174722,950629.547054722,717523.711892500,643843.588176389
2018-08-12 13:00:00,12109240.730941944,643476.039730000,1158826.618825000,708304.505097500,1093182.317676111,1670559.862045555,840096.531376944,1380454.319152500,1209796.106759722,631345.065398333,804979.824073056,944572.659537778,950044.193384166,717078.727615278,643476.039730000
2018-08-11 13:00:00,12095887.145928332,643068.965785833,1157938.766594444,707677.431341667,1092328.816821111,1669356.360431944,839368.986895000,1379460.732183889,1207681.995417778,629315.081715000,802997.661566111,943839.059083333,949341.801338056,716580.452540000,643068.965785833
2018-08-10 13:00:00,12082396.116589166,642503.229381944,1157049.188788055,707043.434155278,1091473.067090833,1668144.702250278,838634.011958611,1378493.577292500,1205568.275705555,627287.294234444,801006.512868889,943046.628478611,948599.013968611,716050.409797500,642503.229381944
2018-08-09 13:00:00,12069131.329349998,641912.569482222,1156115.903645278,706369.312840278,1090572.832591111,1666965.668143611,837933.948725556,1377522.632400000,1203483.946623889,625379.694435833,799071.984962500,942304.809288333,947891.535226944,715519.060466666,641912.569482222
2018-08-08 13:00:00,12060044.869675277,641214.978912500,1155276.760416667,705833.425213889,1089792.026707778,1666020.587755000,837485.712793889,1376786.758743333,1202221.834197500,624450.302356389,798000.506011944,941748.862388055,947328.850856944,715099.242233889,641214.978912500
2018-08-07 13:00:00,12052553.891560277,640574.582269444,1154381.183175555,705215.680839167,1088941.104504167,1665103.224864722,837063.579936667,1376067.007572222,1201495.915173611,624127.326978333,797548.947515833,941169.082434444,946765.728981944,714675.109583611,640574.582269444
2018-08-06 13:00:00,12045080.896658888,639864.341577500,1153726.817893333,704886.866541111,1088357.965658889,1664276.053806666,836734.418235000,1375447.671018889,1200412.797971389,623436.914407778,796729.917466111,940611.944389722,946197.471627778,714262.057642222,639864.341577500
2018-08-05 13:00:00,12036754.142271666,639162.935626944,1152972.822931389,704436.317240278,1087652.628881667,1663376.355413611,836345.864208333,1374766.300203611,1199281.790596944,622612.696695555,795794.185316111,940054.938300555,945618.074432500,713842.168051111,639162.935626944
2018-08-04 13:00:00,12029361.707052222,638564.349664444,1152391.335093611,704176.130045278,1087125.996121389,1662503.270624167,836000.412576111,1374119.788336944,1198246.253775278,621930.892671944,795024.811708611,939445.655051944,945005.296277500,713391.864769444,638564.349664444
2018-08-03 13:00:00,12018902.802819444,637759.640605000,1151666.888407500,703753.547409444,1086446.307173056,1661532.841157222,835528.614451944,1373396.422334722,1196524.062514722,620467.195135556,793530.441028333,938792.194079722,944351.263047222,712913.026080000,637759.640605000
2018-08-02 13:00:00,12008116.194790833,636933.682402778,1150788.316040833,703194.814800833,1085619.902156944,1660501.219697778,835025.882769722,1372627.932544167,1194882.932816667,619106.548806389,792093.677634444,938144.028613611,943681.612847778,712449.326061667,636933.682402778
2018-08-01 13:00:00,11997780.364051944,636066.548778055,1149896.115282500,702587.312459444,1084754.203629722,1659481.080475833,834495.441442500,1371839.087356111,1193409.231618055,617963.636266111,790818.234800000,937541.845032778,943026.902008055,711967.273680833,636066.548778055
2018-07-31 13:00:00,11987472.028611943,635416.294443333,1149223.687825833,702237.439144444,1084139.152564444,1658495.475285555,834021.995864444,1371073.942178889,1191630.635645833,616513.001293889,789220.125019444,936942.198222500,942447.364636389,711527.010930278,635416.294443333
2018-07-30 13:00:00,11980614.269823611,634694.610861389,1148582.315213889,701917.999069167,1083558.433813333,1657651.842646111,833712.029133889,1370474.066109166,1190756.418138889,616018.308941389,788589.216915278,936371.213643333,941877.240105278,711105.186093889,634694.610861389
2018-07-29 13:00:00,11971891.535587776,633861.048877222,1147967.747392222,701632.659988333,1083008.392369445,1656711.549139722,833297.744813611,1369816.487560278,1189347.748672778,614955.321052222,787439.882376389,935786.829069444,941272.346643611,710654.826509722,633861.048877222
2018-07-28 13:00:00,11960046.243928610,632983.744665000,1147145.532440278,701081.677615833,1082232.955838333,1655613.666980278,832726.613047778,1368985.503161667,1187385.766988889,613262.472106667,785674.527320833,935127.290364722,940631.691157222,710178.546906111,632983.744665000
2018-07-27 13:00:00,11949890.682009721,632098.905412222,1146498.212949444,700739.138647222,1081650.288725000,1654629.796607778,832275.912760000,1368248.560984722,1185644.563230000,611839.055850556,784141.499396389,934497.656290278,940022.903848055,709703.092720278,632098.905412222
2018-07-26 13:00:00,11940644.011917777,631263.446936667,1145713.707386111,700253.634772778,1080904.624697500,1653607.690903889,831772.147885833,1367471.720460833,1184384.380752778,610919.587678333,783117.156726667,933864.546924444,939396.689289167,709238.124439444,631263.446936667
2018-07-25 13:00:00,11929747.357446387,630445.784600833,1144955.257735000,699797.904953611,1080205.861991111,1652630.940385000,831327.256883889,1366776.331408333,1182569.991767778,609307.387861389,781418.421373333,933216.678377778,938752.494671944,708788.830037222,630445.784600833
2018-07-24 13:00:00,11919637.824480277,629637.559720833,1144300.177595833,699455.744684167,1079613.333283333,1651686.311913333,830922.363674722,1366107.093203056,1180828.766475278,607818.426643056,779840.432477222,932594.341848333,938118.622169444,708352.210512500,629637.559720833
2018-07-23 13:00:00,11909827.011828610,628786.445571944,1143446.584411667,698877.713923333,1078781.686816944,1650749.197432222,830527.013215278,1365417.364255000,1179439.298080833,606630.537682500,778605.687956667,931950.608177222,937491.820890833,707909.498986111,628786.445571944
2018-07-22 13:00:00,11898275.553399721,627949.583567778,1142417.307854722,698092.116515833,1077751.910775833,1649756.508047222,830059.604253889,1364677.129761944,1177718.097915278,605117.649344444,777073.395563056,931311.736684722,936857.482061111,707442.614621667,627949.583567778
2018-07-21 13:00:00,11887420.139341387,627076.811600278,1141646.686651944,697608.124519167,1077014.763912500,1648841.631007778,829657.794915556,1363999.889791111,1175846.177493056,603443.458752500,775373.508025833,930731.587631111,936249.505607500,707007.011033333,627076.811600278
2018-07-20 13:00:00,11875674.185210276,626185.766816111,1140934.342535556,697202.681800278,1076348.623414722,1647881.860050555,829206.406567222,1363272.572390278,1173755.451425278,601547.243060556,773422.550885833,930073.704817500,935541.024434722,706487.723827778,626185.766816111
2018-07-19 13:00:00,11867081.737619165,625289.667208611,1140208.559776389,696795.735541944,1075684.477806667,1647004.844395556,828842.525330555,1362603.507017778,1172512.252490000,600628.539506667,772362.207299444,929496.728413611,934920.699445000,706021.660595556,625289.667208611
2018-07-18 13:00:00,11860610.713590832,624402.393406667,1139462.960176389,696355.206555555,1074988.386660555,1646174.073287778,828534.832313889,1362016.938910278,1171848.581303055,600336.055540278,771928.008586389,928961.226066111,934390.847514722,705613.596675833,624402.393406667
2018-07-17 13:00:00,11854251.561169998,623497.854651111,1138728.313596944,695912.107651389,1074307.147306667,1645356.154836389,828255.470862222,1361447.026789444,1171190.288342778,600024.472510000,771473.939568056,928435.048128889,933886.888381667,705234.703195555,623497.854651111
2018-07-16 13:00:00,11847109.397648887,622619.699290000,1137802.869497778,695239.338254444,1073397.832324722,1644500.420354722,827939.235387500,1360808.604897222,1170535.795472222,599716.679987222,771020.079670278,927907.881645000,933397.010601389,704843.649556389,622619.699290000
2018-07-15 13:00:00,11836724.898462221,621789.925951111,1136931.852140000,694629.964104167,1072552.458784444,1643514.241397500,827465.989716667,1360057.661025278,1169016.526614166,598450.087456389,769716.337374722,927258.432606111,932775.468232778,704355.879010000,621789.925951111
2018-07-14 13:00:00,11823456.858077778,620968.437479722,1136206.984652778,694203.718222222,1071864.684496111,1642401.635498056,826875.327517222,1359193.745590000,1166657.318183055,596193.598968055,767504.911891111,926515.346592500,932035.446698055,703804.139768611,620968.437479722
2018-07-13 13:00:00,11810337.390093610,620076.339134444,1135471.002506389,693773.259873889,1071172.349279167,1641308.448738889,826317.233586111,1358369.789180833,1164381.410912500,593998.582513056,765352.191110556,925671.484978333,931282.930870000,703238.706543889,620076.339134444
2018-07-12 13:00:00,11798347.023461388,619167.698204722,1134768.847876667,693372.416938056,1070512.150772778,1640300.524760556,825824.904772222,1357610.269280278,1162283.122554722,592105.135637778,763429.870226111,924881.464693055,930572.550888889,702685.765060278,619167.698204722
2018-07-11 13:00:00,11788866.520333055,618267.007032500,1134040.137854722,692962.629817778,1069835.851640278,1639294.502321111,825325.022820833,1356815.009446111,1160837.364385000,591009.865647222,762225.973762778,924285.778221389,929999.794735556,702234.589680278,618267.007032500
2018-07-10 13:00:00,11780555.385074167,617376.912560278,1133179.180474167,692393.745766111,1069021.966400556,1638350.934931111,824885.548348055,1356058.323920555,1159823.764024444,590391.585010278,761495.113504167,923703.921943333,929446.293429167,701805.007322222,617376.912560278
2018-07-09 13:00:00,11772592.681004721,616982.970751944,1132166.913542500,691629.834811667,1068030.158625278,1637382.936911666,824424.215541111,1355288.608658611,1159121.244226389,590018.425113333,761023.136111389,923157.952736389,928944.134230278,701405.120496111,616982.970751944
2018-07-08 13:00:00,11765648.793957500,616392.862802222,1131323.621339722,691059.775683611,1067221.560947500,1636552.200833611,824094.970453889,1354648.817236944,1158461.424698611,589720.462852778,760590.401793889,922599.602658055,928393.818426389,700982.137032500,616392.862802222
2018-07-07 13:00:00,11753792.439481390,615677.381726389,1130376.172363333,690379.577898333,1066303.340836667,1635571.722173333,823606.268397500,1353848.314500555,1156519.482362778,588127.933699167,758871.290789444,921967.272768889,927735.056119722,700486.007571667,615677.381726389
2018-07-06 13:00:00,11743900.254429443,614960.721525833,1129341.763017778,689626.808016389,1065308.038051389,1634663.573217222,823209.860302222,1353142.261177222,1155167.080795555,587138.277725000,757759.117665833,921346.085874722,927147.227694722,700050.160891389,614960.721525833
2018-07-05 13:00:00,11735119.054773611,614123.291951667,1128401.690968333,688967.557021111,1064397.971924167,1633771.097317222,822835.322955000,1352446.208596944,1154046.493954166,586367.571815833,756846.782327500,920800.161352778,926603.527504167,699634.669036389,614123.291951667
2018-07-04 13:00:00,11728243.770386112,613753.377572500,1127539.720963889,688384.577264722,1063560.163123333,1632958.402188333,822564.765964444,1351855.800266944,1153390.558523055,586066.448157222,756401.425214444,920238.125725000,926069.400116944,699214.382877778,613753.377572500
2018-07-03 13:00:00,11722444.042079166,612893.562828611,1126841.938183889,687992.954181111,1062909.820403889,1632232.292529722,822376.786157500,1351359.647139722,1152817.472234722,585828.616895555,756011.473735833,919702.936754167,925547.741785833,698822.362077222,612893.562828611
2018-07-02 13:00:00,11714768.160389167,611981.185049167,1125877.335325278,687277.876101944,1061950.819053333,1631324.450891111,821987.717857778,1350658.403670555,1152110.299184444,585447.553359444,755536.465269167,919166.167724722,925011.134128889,698419.937822500,611981.185049167
2018-07-01 13:00:00,11707441.160943611,611073.946615278,1124979.012618889,686664.233134722,1061087.667464722,1630456.197013055,821631.261197222,1349979.038840277,1151420.225900000,585138.049919167,755081.391510833,918573.035700278,924446.888650555,697984.158993889,611073.946615278
2018-06-30 13:00:00,11697423.474156944,610200.636995278,1124305.843724166,686303.349930000,1060463.655571389,1629478.259728333,821174.978602500,1349208.545641667,1149762.472688611,583776.595802222,753614.191462500,917967.086095833,923835.301834722,697533.193075000,610200.636995278
2018-06-29 13:00:00,11687681.698784722,609362.901019444,1123637.260682222,685931.932221944,1059836.077019444,1628529.630687778,820745.161708611,1348485.531927222,1148187.590661944,582508.297891111,752208.402471111,917365.756754444,923184.526894167,697061.529864722,609362.901019444
2018-06-28 13:00:00,11680691.101246388,608525.509867222,1122965.617826111,685558.718634722,1059203.751548056,1627693.133850278,820435.344475278,1347857.805773056,1147303.095035278,582009.980753611,751567.458515833,916818.488636944,922634.684255000,696643.021942222,608525.509867222
2018-06-27 13:00:00,11673926.969371110,607617.594283056,1122219.684238333,685102.457475833,1058497.751908333,1626877.216716389,820133.440683333,1347241.878788889,1146556.920113056,581646.489786667,751060.836194167,916272.624898056,922095.340845000,696222.327723055,607617.594283056
2018-06-26 13:00:00,11664840.286238334,606736.213892500,1121505.051270555,684675.274709444,1057805.733833611,1625944.065406944,819704.362656944,1346502.536913611,1145200.319626667,580563.630250000,749921.213264722,915700.307162222,921522.824553056,695794.966590555,606736.213892500
2018-06-25 13:00:00,11654421.992218888,605948.609271389,1120821.133439167,684284.285511111,1057155.696795556,1624984.383299722,819254.195685555,1345763.589134444,1143433.597606944,579017.340277778,748311.690565833,915105.107886389,920937.209116944,695353.762899444,605948.609271389
2018-06-24 13:00:00,11645042.172973333,605112.152804444,1119919.476970833,683656.723551389,1056291.025348889,1624014.224254166,818800.200214444,1345038.044407500,1142188.423195833,578093.119433056,747292.115599444,914499.173248889,920337.785460555,694911.861288333,605112.152804444
2018-06-23 13:00:00,11634422.735812777,604217.365262500,1119207.604201389,683250.008840278,1055626.310269167,1623000.950747500,818283.690025555,1344260.558136667,1140401.647175278,576594.649661111,745704.316972778,913886.965503055,919732.431350000,694473.602930000,604217.365262500
2018-06-22 13:00:00,11622839.487305833,603315.323797778,1118501.095164167,682869.843920278,1054962.833501944,1622042.511120000,817835.349162778,1343522.751887222,1138285.089571389,574675.415486389,743748.802441111,913272.256705833,919109.509588611,694014.028756111,603315.323797778
2018-06-21 13:00:00,11613607.273919722,602585.264780833,1117677.559135000,682369.738163611,1054186.151907222,1620743.497268889,816994.298648333,1342390.875750555,1137369.905676389,574077.050703611,743044.389776389,912659.047718889,918528.475172222,693566.283998611,602585.264780833
2018-06-20 13:00:00,11607209.181347498,602005.511359722,1117001.869620833,682014.441657778,1053580.706784167,1619932.948264722,816689.856163889,1341823.470795556,1136702.251814444,573721.359283611,742564.164974722,912070.125239444,917970.295391667,693137.691356667,602005.511359722
2018-06-19 13:00:00,11601409.389564721,601717.343200833,1116445.627841667,681824.034345278,1053101.059336111,1619145.294091667,816438.988021389,1341288.505074444,1136047.432845833,573379.316130556,742095.491863055,911487.912236111,917437.974498611,692717.753280000,601717.343200833
2018-06-18 13:00:00,11595823.948436111,601197.133325833,1115930.978166667,681667.171589722,1052653.015195833,1618343.729803611,816181.016077778,1340718.935876111,1135417.247073889,573073.044229167,741684.931059722,910933.180548889,916911.254968889,692309.443845833,601197.133325833
2018-06-17 13:00:00,11586963.513732778,600587.159936667,1115349.976661944,681434.741241667,1052122.796502222,1617434.427424722,815812.261211111,1340060.270805555,1133955.579944722,571902.539526111,740408.551738333,910323.956362500,916302.623720833,691855.788593056,600587.159936667
2018-06-16 13:00:00,11574271.508252221,599930.398994444,1114584.721090278,680976.018018333,1051402.921034444,1616318.221226111,815257.034215000,1339186.594894444,1131748.873642778,569918.948655833,738375.281472778,909614.764780555,915557.215643333,691330.913578333,599930.398994444
2018-06-15 13:00:00,11562167.400748610,599252.258008611,1113921.735060000,680621.311241667,1050779.557164722,1615228.781090833,814750.912724167,1338355.826870556,1129584.309430000,568023.894645833,736376.394299167,908914.834308611,914806.161041667,690803.682871389,599252.258008611
2018-06-14 13:00:00,11552103.893668056,598465.497201111,1113006.623519167,679967.033444722,1049884.623781111,1614203.080098889,814275.584058333,1337569.838168056,1128179.928835833,566967.953697778,735226.659274722,908299.149868055,914178.366073889,690345.052847500,598465.497201111
2018-06-13 13:00:00,11541843.821952222,597593.865630000,1112208.223985833,679466.652061389,1049115.275604444,1613048.919320833,813615.662241111,1336602.650197222,1126694.962282500,565919.140003333,734061.283631667,907694.890187778,913570.429079722,689845.733356389,597593.865630000
2018-06-12 13:00:00,11531291.106871945,596789.236051389,1111572.396948333,679159.670074722,1048525.255394167,1612178.005616389,813221.195861944,1335927.910445833,1124691.980315556,564287.371283611,732287.060693889,907120.279949722,912964.190312500,689355.789975278,596789.236051389
2018-06-11 13:00:00,11522394.508415833,595971.987865556,1110700.325808055,678556.673593333,1047672.907986389,1610962.130830000,812463.350447222,1334885.445421667,1123811.547870000,563790.373212222,731667.832448333,906567.306222222,912396.695500000,688919.919076389,595971.987865556
2018-06-10 13:00:00,11511653.389830276,595126.619082778,1109813.176393611,677929.374223056,1046805.593264167,1609927.308543889,811907.373599444,1334073.346663055,1122274.745867500,562451.444389722,730289.896186944,905958.365923611,911766.894711667,688455.870063611,595126.619082778
2018-06-09 13:00:00,11502792.042228055,594463.750654722,1108845.279040833,677202.870431944,1045851.795447222,1608954.531275555,811421.720527778,1333282.997353611,1121332.133198333,561828.689936944,729533.086995278,905359.700526389,911168.650415833,688010.587078333,594463.750654722
2018-06-08 13:00:00,11493765.217611110,593716.713277778,1107679.041975555,676252.522476667,1044683.369981389,1607946.275254166,810904.173121389,1332469.443510278,1120529.635486944,561405.665666389,728978.963645833,904767.525832222,910578.638884444,687569.961775833,593716.713277778
2018-06-07 13:00:00,11484900.540861666,592792.493741111,1106852.636565278,675702.552499722,1043888.095099167,1606968.830496944,810428.726845555,1331688.713791389,1119436.142377778,560674.196072222,728111.542411944,904156.587335833,909915.594971389,687076.922394444,592792.493741111
2018-06-06 13:00:00,11476042.499145554,591903.139689444,1106287.058578889,675467.853038333,1043375.303518056,1606118.289060000,810081.100925000,1331062.265595000,1117898.071410555,559432.544513611,726723.892768055,903590.657802222,909354.850101944,686650.611833889,591903.139689444
2018-06-05 13:00:00,11467289.989683054,591005.208595833,1105533.025600833,675011.619727500,1042658.571558611,1605183.941959167,809655.125863611,1330339.811046111,1116627.378233333,558533.866831111,725676.976818333,903024.684437500,908822.573445833,686222.414161111,591005.208595833
2018-06-04 13:00:00,11459584.384178333,590330.551505278,1104580.254890833,674323.229432778,1041734.458141944,1604217.977862778,809191.535843889,1329576.168300555,1115943.278130278,558189.464371389,725198.091931111,902486.163898889,908324.431896389,685819.329477500,590330.551505278
2018-06-03 13:00:00,11453079.448717776,589632.323401944,1103860.846847222,673891.507510556,1041047.355540833,1603356.148549722,808832.556325000,1328928.095095000,1115296.151140833,557901.997866667,724748.013292778,901960.221725000,907830.421578889,685426.133245278,589632.323401944
