"Date & Time","use [kW]","gen [kW]","Register 1 [kW]","Register 2 [kW]","Register 3 [kW]","Register 4 [kW]","Register 5 [kW]","Register 6 [kW]","Register 7 [kW]","Register 8 [kW]","Register 9 [kW]","Register 10 [kW]","Register 11 [kW]","Register 12 [kW]","Solar [kW]"
2019-03-29 21:15:00,223.349653333,-1.546686667,18.493386667,6.453403333,16.152143333,36.596093333,8.454296667,22.926080000,21.251056667,8.192020000,13.528880000,23.774006667,31.046996667,16.481290000,-1.546686667
2019-03-29 21:10:00,210.594753333,-1.547810000,19.368636667,6.739673333,16.824076667,36.431713333,8.614536667,22.913506667,21.505770000,8.480770000,13.815130000,20.207303333,22.496373333,13.197263333,-1.547810000
2019-03-29 21:05:00,219.853030000,-1.550056667,19.865780000,7.774120000,18.026750000,36.446566667,8.891533333,22.923746667,21.830606667,8.808573333,14.077770000,22.043043333,24.002750000,15.161790000,-1.550056667
2019-03-29 21:00:00,222.129876667,-1.547530000,18.209363333,8.636776667,18.956690000,35.060810000,7.822536667,22.570096667,21.943056667,8.952720000,14.423573333,25.109633333,24.658376667,15.786243333,-1.547530000
2019-03-29 20:55:00,222.575770000,-1.545773333,21.772583333,11.996463333,22.774553333,34.924423333,7.794630000,22.628366667,22.718443333,9.755113333,14.023120000,21.133200000,20.290893333,12.763980000,-1.545773333
2019-03-29 20:50:00,214.881020000,-1.533220000,20.419896667,9.785583333,20.967873333,35.595720000,8.217776667,22.876726667,22.108176667,8.926676667,13.434970000,20.715166667,19.545120000,12.287333333,-1.533220000
2019-03-29 20:45:00,225.702853333,-1.537816667,18.719270000,7.921320000,18.614583333,35.396650000,8.003243333,22.886190000,22.616143333,9.506440000,13.946303333,25.517813333,25.588123333,16.986773333,-1.537816667
2019-03-29 20:40:00,219.354103333,-1.540463333,19.240666667,8.456266667,19.301693333,35.569196667,8.411863333,22.845846667,22.168803333,9.034266667,13.429500000,23.313436667,22.951306667,14.631256667,-1.540463333
2019-03-29 20:35:00,222.323763333,-1.536063333,20.000783333,9.134956667,20.023996667,36.729253333,9.454106667,23.752506667,22.719836667,9.501583333,13.987590000,22.233243333,21.349993333,13.435913333,-1.536063333
2019-03-29 20:30:00,214.553493333,-1.538833333,20.467070000,8.394290000,19.377456667,37.511230000,8.824013333,23.515256667,22.656923333,9.135766667,13.575880000,20.035460000,19.445260000,11.614886667,-1.538833333
2019-03-29 20:25:00,236.651343333,-1.544576667,21.912910000,10.029450000,20.634763333,37.252900000,8.540120000,23.238716667,22.447756667,8.850670000,14.426826667,25.962716667,25.507936667,17.846576667,-1.544576667
2019-03-29 20:20:00,234.992196667,-1.544683333,21.382130000,9.701296667,20.341393333,37.181910000,8.638170000,23.373566667,23.384393333,9.557446667,15.228276667,24.940000000,24.591586667,16.672026667,-1.544683333
2019-03-29 20:15:00,239.888050000,-1.539733333,24.142120000,13.400176667,23.382640000,37.456830000,9.135176667,23.548823333,24.927830000,10.138200000,15.449816667,22.255503333,22.243370000,13.807563333,-1.539733333
2019-03-29 20:10:00,235.475283333,-1.542473333,19.534433333,9.872903333,20.222326667,38.128653333,9.744266667,25.060643333,32.011660000,10.816686667,14.754926667,20.843420000,20.743520000,13.741843333,-1.542473333
2019-03-29 20:05:00,244.748816667,-1.540110000,18.170943333,7.985296667,18.602783333,39.347643333,11.351630000,26.114926667,33.417776667,12.380360000,15.873970000,22.874380000,22.680176667,15.948930000,-1.540110000
2019-03-29 20:00:00,243.439990000,-1.541233333,18.996950000,8.988373333,19.736090000,37.305423333,9.401873333,24.634806667,33.670243333,12.598133333,15.571036667,22.962496667,23.204253333,16.370310000,-1.541233333
2019-03-29 19:55:00,231.978700000,-1.545893333,16.780140000,6.165143333,17.827556667,38.557740000,10.950256667,25.301926667,34.144816667,13.098183333,15.571016667,19.972153333,20.274243333,13.335523333,-1.545893333
2019-03-29 19:50:00,233.580496667,-1.527750000,17.071120000,5.782336667,17.846543333,39.607446667,12.268603333,25.898186667,33.335173333,12.256336667,14.734166667,20.307513333,20.779556667,13.693513333,-1.527750000
2019-03-29 19:45:00,236.349613333,-1.321846667,18.757256667,6.756896667,18.889263333,40.347363333,14.052203333,26.051666667,31.516183333,10.453620000,13.853383333,20.630640000,20.429083333,14.612053333,-1.321846667
2019-03-29 19:40:00,240.732076667,-0.804640000,20.536180000,8.121400000,19.932350000,38.945066667,12.818390000,24.661756667,31.554953333,10.538910000,14.041716667,22.567793333,21.366323333,15.647236667,-0.804640000
2019-03-29 19:35:00,252.538473333,0.553686667,21.772143333,8.654023333,20.107710000,36.594026667,12.972270000,22.065126667,30.456590000,9.319946667,13.069446667,27.006196667,28.947010000,21.573983333,0.553686667
2019-03-29 19:30:00,211.014516667,2.396310000,17.729573333,2.615133333,15.128476667,33.423496667,8.878683333,21.465816667,30.946490000,9.807880000,14.038010000,20.013816667,22.187683333,14.779456667,2.396310000
2019-03-29 19:25:00,218.417570000,4.777673333,18.466356667,3.564683333,15.963053333,34.432536667,10.116856667,22.481266667,31.351156667,9.783936667,14.846806667,20.168150000,22.644276667,14.598490000,4.777673333
2019-03-29 19:20:00,207.826673333,7.171230000,16.328990000,2.198043333,14.601506667,32.430246667,8.376813333,20.513143333,29.797790000,8.447133333,13.380113333,22.024540000,23.417946667,16.310406667,7.171230000
2019-03-29 19:15:00,220.493256667,11.447130000,18.095700000,4.164620000,16.486663333,31.973810000,8.203426667,20.416380000,30.551763333,9.470520000,14.070663333,24.477960000,23.960003333,18.621746667,11.447130000
2019-03-29 19:10:00,195.512116667,11.808693333,16.357766667,2.703973333,14.609763333,31.649926667,8.020086667,19.873920000,29.917460000,8.766800000,13.432416667,18.822716667,18.493493333,12.863793333,11.808693333
2019-03-29 19:05:00,213.019213333,15.126570000,20.443786667,7.202810000,18.672470000,30.579280000,7.182783333,19.097746667,30.465993333,9.268146667,12.906810000,20.795756667,21.140683333,15.262946667,15.126570000
2019-03-29 19:00:00,228.468176667,23.517530000,22.083446667,8.041463333,19.117460000,30.517210000,7.624086667,19.723646667,31.133380000,9.906086667,14.015096667,23.728213333,24.217673333,18.360413333,23.517530000
2019-03-29 18:55:00,218.239523333,29.770950000,23.095923333,7.596123333,18.879383333,30.605303333,7.933410000,20.521923333,30.054230000,8.821060000,12.808336667,20.974880000,21.488366667,15.460583333,29.770950000
2019-03-29 18:50:00,201.781810000,33.096743333,21.262386667,5.838993333,16.949690000,29.280880000,6.338660000,19.241800000,30.289983333,9.092373333,13.113430000,18.587860000,18.936213333,12.849540000,33.096743333
2019-03-29 18:45:00,202.203270000,36.094326667,22.499030000,7.040993333,17.957083333,26.404033333,3.611683333,18.789816667,29.579186667,8.416423333,12.064320000,20.502163333,20.652606667,14.685930000,36.094326667
2019-03-29 18:40:00,213.555510000,41.158873333,22.689890000,7.241363333,18.606023333,27.166646667,4.805230000,19.399783333,31.175346667,10.130153333,13.714516667,21.321750000,21.693343333,15.611463333,41.158873333
2019-03-29 18:35:00,206.598346667,43.474570000,23.075626667,8.448283333,19.055950000,27.634290000,4.174206667,19.069756667,29.056640000,7.692376667,12.656463333,20.110510000,20.862120000,14.762123333,43.474570000
2019-03-29 18:30:00,193.248413333,39.973796667,20.146810000,4.792230000,16.200396667,27.719186667,3.781136667,19.046620000,28.825136667,7.615670000,12.646610000,19.137440000,19.593720000,13.743456667,39.973796667
2019-03-29 18:25:00,202.568443333,30.012403333,16.537460000,2.933326667,15.017406667,28.534423333,4.789963333,19.717893333,28.603430000,7.154163333,12.467500000,23.608696667,25.095980000,18.108200000,30.012403333
2019-03-29 18:20:00,196.730283333,49.006006667,16.574416667,2.776890000,14.923310000,27.423083333,3.536103333,18.991220000,30.265466667,8.818133333,13.371313333,22.555523333,22.124123333,15.370700000,49.006006667
2019-03-29 18:15:00,200.401533333,47.702683333,16.881460000,2.743926667,14.877293333,28.471200000,4.741183333,19.947603333,30.112796667,8.764736667,12.940316667,23.093226667,22.147553333,15.680236667,47.702683333
2019-03-29 18:10:00,190.622526667,58.087966667,15.917766667,2.386716667,14.343360000,27.969606667,4.511506667,19.544333333,29.420316667,8.105310000,12.336836667,20.916096667,20.144163333,15.026513333,58.087966667
2019-03-29 18:05:00,197.015670000,61.832203333,17.911873333,3.617680000,15.460530000,26.705646667,4.031050000,18.835473333,29.969126667,8.713993333,12.684470000,21.273123333,20.052846667,17.759856667,61.832203333
2019-03-29 18:00:00,195.423840000,45.975930000,17.275340000,3.044843333,14.688376667,25.952390000,3.180093333,18.646720000,30.579436667,9.480240000,13.445033333,20.891093333,21.706570000,16.533703333,45.975930000
2019-03-29 17:55:00,197.297700000,49.486033333,17.449366667,3.500880000,15.346773333,26.406416667,4.103916667,19.196793333,29.879063333,8.838140000,12.803760000,21.534040000,22.380313333,15.858236667,49.486033333
2019-03-29 17:50:00,200.983793333,43.019450000,20.640816667,6.561593333,18.657076667,26.508003333,4.154856667,19.119166667,30.025413333,9.415536667,13.310480000,19.387856667,19.813233333,13.389760000,43.019450000
2019-03-29 17:45:00,199.124016667,69.296250000,20.290963333,6.608866667,18.351293333,25.758673333,3.411213333,18.507123333,28.753476667,8.143340000,12.675020000,20.738750000,21.064320000,14.820976667,69.296250000
2019-03-29 17:40:00,196.267536667,76.905516667,18.144323333,4.018113333,15.886373333,26.877730000,4.024413333,18.783743333,28.881266667,8.462813333,12.108913333,21.253303333,21.976666667,15.849876667,76.905516667
2019-03-29 17:35:00,192.034783333,71.224336667,16.675150000,2.298476667,14.400353333,26.877583333,3.973713333,18.749590000,29.084900000,9.708960000,12.961760000,20.632316667,21.504040000,15.167940000,71.224336667
2019-03-29 17:30:00,261.382273333,74.331953333,16.663983333,3.932823333,15.287993333,33.876640000,11.361863333,26.377830000,46.019376667,26.498350000,30.497613333,18.692326667,18.883786667,13.289686667,74.331953333
2019-03-29 17:25:00,284.523480000,77.277483333,17.879583333,5.652833333,16.582933333,34.605540000,12.418373333,27.725253333,51.269083333,32.411466667,36.401336667,18.337643333,18.604346667,12.635086667,77.277483333
2019-03-29 17:20:00,297.821606667,98.529550000,19.945313333,7.159410000,18.487433333,34.530143333,12.372146667,27.768676667,50.682813333,32.090903333,36.443250000,20.339026667,23.345950000,14.656540000,98.529550000
2019-03-29 17:15:00,320.154933333,34.704556667,19.885193333,6.869330000,17.993230000,35.735870000,13.886003333,28.395053333,51.726286667,33.132216667,37.255286667,25.723983333,29.698286667,19.854193333,34.704556667
2019-03-29 17:10:00,394.583286667,54.776626667,20.420376667,6.433170000,17.272446667,33.503246667,12.823003333,27.392280000,81.999100000,66.594240000,72.641436667,20.343383333,20.470306667,14.690296667,54.776626667
2019-03-29 17:05:00,429.204083333,103.670500000,22.895826667,8.679906667,19.027986667,33.634170000,13.247953333,27.788760000,89.747746667,75.531086667,82.807566667,19.517530000,22.013406667,14.312143333,103.670500000
2019-03-29 17:00:00,441.259116667,59.114550000,25.417733333,11.484500000,22.002693333,33.777813333,12.915613333,27.949000000,90.312973333,75.680530000,82.948210000,20.326770000,23.329296667,15.113983333,59.114550000
2019-03-29 16:55:00,453.560426667,96.880310000,27.948000000,12.873350000,24.047510000,35.300423333,15.380960000,29.680446667,88.532096667,74.065520000,81.124826667,22.547550000,25.045476667,17.014266667,96.880310000
2019-03-29 16:50:00,322.746143333,52.952423333,22.987190000,8.309330000,20.198890000,36.952110000,16.328763333,30.427493333,50.601126667,32.057353333,36.936246667,24.383040000,25.438383333,18.126216667,52.952423333
2019-03-29 16:45:00,309.189560000,37.649930000,22.016413333,8.180363333,20.473310000,37.315976667,16.782443333,31.129913333,50.882986667,32.353850000,36.848993333,20.686413333,19.138340000,13.380556667,37.649930000
2019-03-29 16:40:00,309.217076667,37.632370000,22.072823333,8.567613333,20.766336667,36.828316667,16.329593333,30.482356667,51.542296667,32.956783333,37.120253333,20.136820000,19.041573333,13.372310000,37.632370000
2019-03-29 16:35:00,342.482586667,73.380746667,22.067040000,8.629040000,20.995036667,38.054883333,17.836436667,31.849736667,60.969280000,42.993863333,47.760110000,18.741463333,19.164566667,13.421130000,73.380746667
2019-03-29 16:30:00,481.357740000,47.381750000,23.135283333,9.151600000,21.298410000,38.990873333,18.417253333,32.734086667,100.900556667,87.385103333,93.814790000,20.119740000,20.822286667,14.587756667,47.381750000
2019-03-29 16:25:00,479.374943333,34.118613333,22.206123333,8.028770000,20.024880000,37.638573333,16.770840000,30.906286667,100.582296667,86.653023333,93.418200000,22.802753333,23.315140000,17.028056667,34.118613333
2019-03-29 16:20:00,463.527766667,28.443860000,22.150846667,8.126310000,19.949096667,36.602650000,16.142203333,30.174906667,99.442763333,85.531566667,92.160896667,19.563036667,19.808406667,13.875083333,28.443860000
2019-03-29 16:15:00,406.636170000,29.839863333,24.477390000,10.160443333,22.401066667,36.834553333,16.656713333,30.066206667,81.002596667,65.486920000,71.374263333,17.659276667,18.263490000,12.253250000,29.839863333
2019-03-29 16:10:00,323.685450000,32.155216667,25.660050000,11.870260000,24.043723333,37.671680000,17.735446667,30.281630000,51.818426667,32.721486667,36.890196667,20.021053333,20.390913333,14.580583333,32.155216667
2019-03-29 16:05:00,333.115046667,32.442003333,24.898196667,10.743776667,23.028050000,37.988900000,18.129736667,30.380150000,50.953740000,32.502516667,36.780316667,24.115963333,24.922270000,18.671430000,32.442003333
2019-03-29 16:00:00,314.249403333,40.207433333,22.002106667,7.612436667,20.063370000,38.692450000,17.870336667,30.421770000,50.873550000,32.495770000,36.385853333,21.052070000,21.700250000,15.079440000,40.207433333
2019-03-29 15:55:00,398.450416667,37.660573333,21.168083333,7.546343333,19.638990000,39.136626667,18.247213333,30.442386667,77.895876667,62.261156667,67.660336667,20.857406667,20.260530000,13.335466667,37.660573333
2019-03-29 15:50:00,457.991206667,37.945546667,21.895780000,8.135820000,19.872830000,39.219413333,18.290176667,30.278073333,95.839173333,82.153473333,88.632610000,20.448246667,19.913100000,13.312510000,37.945546667
2019-03-29 15:45:00,444.700163333,36.166030000,22.429346667,9.114686667,20.458310000,39.519006667,18.897383333,30.306740000,89.582353333,75.538090000,81.808520000,21.695646667,20.701903333,14.648176667,36.166030000
2019-03-29 15:40:00,448.999666667,34.669526667,22.187433333,7.946236667,20.263793333,39.672546667,19.184256667,30.452160000,89.664430000,75.483693333,81.820883333,23.356810000,22.832480000,16.134943333,34.669526667
2019-03-29 15:35:00,451.971276667,37.185433333,22.382070000,7.792196667,20.317396667,41.021043333,20.596296667,31.516260000,91.376353333,77.154350000,83.870613333,20.223583333,21.088073333,14.633040000,37.185433333
2019-03-29 15:30:00,344.813473333,33.450126667,23.653933333,9.870656667,22.348943333,40.805683333,20.058906667,30.919150000,57.595630000,39.813920000,44.370076667,20.732456667,20.563386667,14.080730000,33.450126667
2019-03-29 15:25:00,338.402723333,32.489826667,26.278506667,12.325793333,24.959590000,40.668406667,20.665646667,30.846146667,51.697293333,32.656076667,36.314763333,24.362870000,21.758303333,15.869326667,32.489826667
2019-03-29 15:20:00,339.540050000,29.369963333,26.496100000,12.476500000,25.059436667,40.580533333,20.425506667,30.328740000,50.917223333,32.224630000,36.250720000,25.008870000,22.724533333,17.047256667,29.369963333
2019-03-29 15:15:00,337.949896667,38.776863333,22.364366667,8.793800000,20.625213333,41.726936667,21.887516667,31.772896667,52.330246667,33.833863333,37.675760000,25.593693333,23.771513333,17.574090000,38.776863333
2019-03-29 15:10:00,453.074463333,41.462036667,22.223016667,8.572353333,20.845570000,43.711233333,23.418173333,32.855350000,91.092643333,76.447400000,82.357580000,18.531086667,19.808766667,13.211290000,41.462036667
2019-03-29 15:05:00,473.480520000,31.229410000,21.556526667,8.376473333,20.510670000,41.794950000,21.246296667,30.501323333,99.727483333,85.585543333,92.483840000,19.048360000,19.625473333,13.023580000,31.229410000
2019-03-29 15:00:00,475.938386667,29.738103333,23.688096667,9.426400000,21.979400000,41.756923333,20.915506667,30.587516667,98.122410000,84.044383333,90.874383333,19.808803333,20.736420000,13.998143333,29.738103333
2019-03-29 14:55:00,492.646693333,26.180623333,23.281550000,7.722793333,21.319800000,41.718516667,20.712803333,30.444800000,97.882046667,83.941770000,90.399210000,26.072270000,28.543203333,20.607930000,26.180623333
2019-03-29 14:50:00,474.771753333,27.030720000,23.725873333,7.817840000,21.622480000,41.889956667,20.801976667,30.540180000,95.072246667,80.728000000,87.137750000,22.450463333,25.672046667,17.312940000,27.030720000
2019-03-29 14:45:00,350.853660000,33.425533333,25.935513333,8.898456667,22.031626667,41.278396667,20.342786667,31.207286667,57.188296667,39.322806667,44.236780000,22.614810000,23.153530000,14.643370000,33.425533333
2019-03-29 14:40:00,341.578380000,31.579173333,28.906790000,12.785060000,25.458043333,39.270283333,19.291620000,30.349770000,51.851650000,32.942036667,36.990203333,22.896526667,24.371896667,16.464500000,31.579173333
2019-03-29 14:35:00,430.312090000,26.929940000,29.177343333,13.281783333,25.818173333,39.975030000,20.186970000,30.232976667,76.568440000,60.513893333,66.599620000,23.364100000,27.220633333,17.373126667,26.929940000
2019-03-29 14:30:00,472.857583333,24.599386667,26.476903333,10.645850000,23.727703333,41.878066667,21.612796667,31.118100000,89.666090000,75.398553333,82.295770000,26.474213333,25.064090000,18.499446667,24.599386667
2019-03-29 14:25:00,501.185836667,33.512726667,22.522716667,7.640223333,21.390956667,57.014213333,37.208823333,47.510530000,90.110680000,75.636606667,82.180290000,22.937180000,21.450113333,15.583503333,33.512726667
2019-03-29 14:20:00,379.604000000,32.820546667,24.956573333,8.563416667,22.773356667,60.252350000,40.586633333,52.030756667,51.484676667,32.322103333,36.455886667,18.189230000,19.013126667,12.975890000,32.820546667
2019-03-29 14:15:00,408.598480000,29.281516667,25.294266667,8.323930000,23.077156667,59.238926667,39.444800000,52.872056667,59.783426667,42.037700000,46.598700000,18.705376667,19.468160000,13.753980000,29.281516667
2019-03-29 14:10:00,556.587686667,28.783966667,28.020273333,10.076886667,24.705900000,60.063590000,40.539706667,53.486523333,100.837716667,86.762106667,93.234176667,21.238753333,21.550803333,16.071250000,28.783966667
2019-03-29 14:05:00,559.084286667,24.051966667,28.507193333,9.779340000,25.442426667,58.394016667,38.560793333,51.578483333,102.044740000,87.799960000,94.158230000,22.036960000,23.649496667,17.132646667,24.051966667
2019-03-29 14:00:00,417.936556667,39.703860000,26.857470000,8.957790000,24.898596667,58.216000000,37.962943333,51.687770000,61.053866667,43.293503333,48.143093333,18.657523333,23.026273333,15.181726667,39.703860000
2019-03-29 13:55:00,397.738546667,46.938450000,29.883800000,12.182703333,28.505076667,58.463130000,38.018960000,51.791020000,50.799320000,32.106183333,36.233010000,19.490863333,23.911656667,16.352823333,46.938450000
2019-03-29 13:50:00,537.179416667,31.830723333,30.332323333,13.558050000,29.682330000,75.316393333,59.261013333,71.013560000,73.810546667,57.165706667,62.460240000,20.972583333,25.517500000,18.089170000,31.830723333
2019-03-29 13:45:00,603.520986667,57.274910000,27.605036667,9.391963333,26.347926667,91.923246667,78.825100000,90.353483333,77.163993333,61.416230000,67.341550000,25.246370000,27.167503333,20.738583333,57.274910000
2019-03-29 13:40:00,397.307803333,62.959683333,27.615150000,8.324760000,25.505606667,62.534990000,44.314103333,57.027156667,51.014476667,31.959066667,35.809283333,19.273380000,19.874326667,14.055503333,62.959683333
2019-03-29 13:35:00,383.655986667,45.312286667,26.754936667,8.894846667,24.896333333,58.935416667,38.942023333,52.705020000,50.348660000,31.871153333,35.792030000,19.528896667,20.695066667,14.291603333,45.312286667
2019-03-29 13:30:00,492.850340000,59.747596667,27.095613333,8.770270000,25.011350000,71.650113333,54.811453333,67.105540000,70.873463333,54.747630000,60.349716667,18.744313333,19.948496667,13.742380000,59.747596667
2019-03-29 13:25:00,431.933636667,61.477333333,27.613683333,8.598723333,25.354006667,76.235086667,60.674730000,73.808923333,43.935630000,24.752766667,29.784390000,20.696863333,24.209326667,16.269506667,61.477333333
2019-03-29 13:20:00,335.272270000,70.778140000,27.110203333,8.333806667,25.355560000,59.949786667,38.734450000,54.177383333,31.361550000,10.143123333,14.974306667,21.447783333,26.757003333,16.927313333,70.778140000
2019-03-29 13:15:00,337.985776667,97.684800000,30.935290000,12.534596667,29.328923333,61.131736667,39.384600000,55.076750000,31.188663333,10.105626667,14.899943333,18.897550000,20.529840000,13.972256667,97.684800000
2019-03-29 13:10:00,338.392006667,65.876330000,30.758650000,12.497256667,29.336356667,61.253293333,39.418196667,55.299670000,30.531633333,9.853403333,14.879433333,20.820570000,19.832850000,13.910693333,65.876330000
2019-03-29 13:05:00,343.021093333,32.283136667,30.944840000,12.802310000,29.623740000,61.884030000,39.847083333,55.399583333,31.027790000,10.614160000,14.912666667,20.359866667,20.804726667,14.800296667,32.283136667
2019-03-29 13:00:00,384.278850000,39.575120000,32.058033333,14.143540000,30.553266667,71.877200000,52.520623333,67.519160000,31.479246667,10.991436667,14.893153333,20.369776667,21.893663333,15.979750000,39.575120000
