"Date & Time","use [kW]","gen [kW]","Register 1 [kW]","Register 2 [kW]","Register 3 [kW]","Register 4 [kW]","Register 5 [kW]","Register 6 [kW]","Register 7 [kW]","Register 8 [kW]","Register 9 [kW]","Register 10 [kW]","Register 11 [kW]","Register 12 [kW]","Solar [kW]"
2019-03-26 13:45:00,351.504843333,124.826186667,43.366103333,36.651140000,44.366956667,36.933160000,17.104890000,31.102986667,29.716253333,12.276213333,17.176733333,27.133263333,32.787816667,22.889326667,124.826186667
2019-03-26 13:40:00,337.622260000,124.338290000,44.041743333,36.503743333,44.790763333,36.866173333,17.555483333,30.995846667,30.553420000,13.014033333,17.260453333,23.241383333,24.302093333,18.497123333,124.338290000
2019-03-26 13:35:00,341.255696667,124.765346667,43.826686667,36.686566667,44.414386667,37.981186667,19.096640000,32.371686667,30.616366667,12.723270000,17.104386667,23.684136667,24.012783333,18.737600000,124.765346667
2019-03-26 13:30:00,355.766296667,123.918426667,44.977416667,37.593330000,45.633550000,39.395180000,20.715170000,34.023206667,31.912273333,14.319306667,18.634126667,24.738010000,24.924396667,18.900330000,123.918426667
2019-03-26 13:25:00,368.569686667,123.512620000,49.413770000,43.184246667,51.247860000,39.441483333,20.879266667,34.711413333,33.419730000,15.649996667,19.558200000,22.663976667,22.252876667,16.146866667,123.512620000
2019-03-26 13:20:00,355.585366667,123.541733333,47.275090000,41.000130000,47.680656667,37.579800000,18.825073333,32.870613333,30.718473333,13.289250000,17.563083333,25.387056667,24.793163333,18.602976667,123.541733333
2019-03-26 13:15:00,366.601630000,122.422350000,49.874496667,43.445720000,50.744376667,37.629510000,18.877783333,32.731610000,30.598223333,12.958476667,17.347053333,26.667403333,26.051423333,19.675553333,122.422350000
2019-03-26 13:10:00,341.404536667,120.797083333,47.518103333,40.194676667,46.855890000,37.151893333,18.674623333,32.137383333,30.043506667,12.356930000,17.044863333,21.997826667,21.660676667,15.768163333,120.797083333
2019-03-26 13:05:00,341.980900000,120.268776667,45.016233333,37.506196667,44.099796667,37.397010000,18.708566667,32.075266667,29.139523333,12.102110000,17.030903333,24.645793333,25.184393333,19.075106667,120.268776667
2019-03-26 13:00:00,340.314793333,119.565696667,43.458830000,35.944766667,43.402130000,38.105893333,18.909876667,32.707760000,29.596176667,12.179960000,17.514210000,26.294390000,24.133316667,18.067483333,119.565696667
2019-03-26 12:55:00,353.845030000,118.473230000,44.818246667,38.162650000,45.820483333,40.248706667,20.573240000,34.825580000,32.074336667,14.302496667,19.374310000,22.936430000,23.281333333,17.427216667,118.473230000
2019-03-26 12:50:00,366.483526667,117.440136667,47.420243333,42.286093333,49.789233333,40.767143333,20.351066667,34.371683333,30.986796667,13.664526667,19.001113333,24.092043333,24.592166667,19.161416667,117.440136667
2019-03-26 12:45:00,351.730046667,116.572320000,49.413010000,43.726623333,50.285710000,39.400683333,18.886593333,32.779086667,29.215740000,11.825736667,17.370386667,21.128123333,22.022303333,15.676050000,116.572320000
2019-03-26 12:40:00,349.313516667,114.464280000,49.870356667,43.966423333,49.766973333,38.658236667,18.940936667,32.508196667,28.478330000,11.270073333,16.650636667,21.095266667,22.277356667,15.830730000,114.464280000
2019-03-26 12:35:00,353.305086667,114.294913333,46.341700000,39.581206667,45.489440000,38.847230000,19.493673333,33.114553333,30.121050000,12.549546667,17.117836667,23.566283333,27.169033333,19.913533333,114.294913333
2019-03-26 12:30:00,361.063970000,112.774716667,46.117273333,39.791713333,45.447240000,39.315856667,19.782313333,33.474336667,31.122696667,13.720183333,17.952160000,24.776913333,28.398653333,21.164630000,112.774716667
2019-03-26 12:25:00,366.185723333,110.760613333,48.186023333,41.355736667,47.317546667,40.199876667,20.851016667,34.829080000,31.871156667,14.924500000,19.340260000,22.829370000,27.277283333,17.203873333,110.760613333
2019-03-26 12:20:00,369.421803333,109.043873333,49.523663333,43.430816667,49.732453333,38.563420000,20.017250000,33.887226667,31.878436667,14.934160000,19.175100000,21.776910000,28.676813333,17.825553333,109.043873333
2019-03-26 12:15:00,361.675920000,107.546893333,46.276406667,38.196473333,44.340656667,36.974703333,17.998323333,32.045086667,30.683923333,12.961356667,17.147523333,28.026943333,32.332783333,24.691740000,107.546893333
2019-03-26 12:10:00,349.166913333,105.898933333,45.846486667,37.743666667,43.115156667,36.834223333,18.394580000,32.119890000,31.940906667,13.861860000,18.141966667,23.458583333,27.439390000,20.270203333,105.898933333
2019-03-26 12:05:00,347.171286667,104.210983333,45.454316667,37.683286667,43.033676667,38.641780000,20.369066667,33.579196667,33.042190000,15.340850000,20.129810000,21.215480000,22.342660000,16.338973333,104.210983333
2019-03-26 12:00:00,365.085610000,102.309750000,50.111480000,41.712083333,47.490113333,39.186100000,20.887956667,34.341693333,34.078016667,16.702253333,22.224803333,21.382306667,21.161620000,15.807183333,102.309750000
2019-03-26 11:55:00,374.337036667,99.612656667,51.419753333,43.991520000,49.811466667,38.765906667,19.827430000,33.877703333,33.855063333,16.431110000,22.042340000,23.181463333,23.273426667,17.859853333,99.612656667
2019-03-26 11:50:00,372.674810000,98.412073333,47.746623333,39.479783333,45.273393333,37.442310000,18.226973333,32.453870000,33.321963333,15.158116667,20.522923333,29.483583333,29.652213333,23.913056667,98.412073333
2019-03-26 11:45:00,346.405406667,96.086473333,47.620830000,37.905180000,44.337836667,38.459123333,18.349323333,32.614676667,31.299433333,13.313183333,18.378310000,22.988196667,23.417740000,17.721573333,96.086473333
2019-03-26 11:40:00,337.869476667,94.744546667,45.441870000,36.836770000,43.332000000,39.325756667,19.457410000,33.725700000,30.342646667,13.208440000,18.826840000,20.552426667,21.196176667,15.623440000,94.744546667
2019-03-26 11:35:00,355.425680000,92.563176667,47.089560000,40.037756667,46.085626667,40.527730000,21.304460000,34.850893333,30.950093333,14.138836667,19.547286667,21.807876667,22.135486667,16.950073333,92.563176667
2019-03-26 11:30:00,353.978280000,90.342480000,47.367276667,39.989990000,46.220973333,39.666576667,20.373876667,34.163093333,30.666396667,13.108763333,18.051016667,22.941560000,23.405496667,18.023260000,90.342480000
2019-03-26 11:25:00,339.706730000,88.229393333,44.618016667,37.468283333,43.818490000,38.315700000,18.114446667,32.467453333,30.488603333,12.733533333,17.170596667,22.800816667,23.634500000,18.076290000,88.229393333
2019-03-26 11:20:00,331.104170000,85.749220000,43.502610000,36.313416667,42.786463333,38.441376667,18.245366667,32.501966667,29.944946667,12.746876667,16.968646667,21.017243333,22.221980000,16.413276667,85.749220000
2019-03-26 11:15:00,336.583753333,83.167780000,44.770696667,36.835196667,43.417383333,37.897586667,18.648860000,33.030790000,30.241656667,13.183253333,17.453896667,21.616026667,22.322793333,17.165613333,83.167780000
2019-03-26 11:10:00,383.448900000,80.637650000,49.280470000,43.061383333,49.247306667,39.571780000,20.694403333,34.613413333,32.702873333,15.646936667,19.655480000,26.799556667,27.335070000,24.840226667,80.637650000
2019-03-26 11:05:00,370.547313333,78.055593333,48.175470000,42.119813333,47.775310000,38.634690000,19.987713333,33.976586667,32.415800000,14.907146667,18.892740000,26.447673333,27.197753333,20.016616667,78.055593333
2019-03-26 11:00:00,335.555196667,75.488303333,45.628920000,38.744790000,43.801480000,37.225093333,18.381983333,32.270100000,30.070970000,12.490566667,16.576406667,21.005240000,23.700896667,15.658750000,75.488303333
2019-03-26 10:55:00,333.123463333,73.155233333,44.176210000,37.020973333,42.385836667,36.893093333,17.767603333,32.144826667,29.715866667,12.590063333,16.987346667,22.729496667,23.157070000,17.555076667,73.155233333
2019-03-26 10:50:00,335.704083333,70.844553333,43.293830000,36.140490000,41.906360000,37.730063333,18.627616667,32.855290000,28.815203333,11.842843333,16.884390000,24.460043333,24.379866667,18.768086667,70.844553333
2019-03-26 10:45:00,350.557876667,67.411913333,44.638713333,37.362816667,43.139293333,39.851856667,20.488436667,35.085366667,31.767413333,14.673480000,19.175883333,22.058063333,23.759550000,18.557003333,67.411913333
2019-03-26 10:40:00,351.879060000,64.760703333,46.350873333,40.169240000,45.354003333,40.181590000,20.789626667,34.929583333,31.899833333,15.204633333,19.549366667,19.593216667,21.612723333,16.244370000,64.760703333
2019-03-26 10:35:00,329.071256667,62.021806667,44.752806667,38.658873333,43.773733333,38.204720000,18.974003333,32.725180000,28.649470000,12.102000000,16.828263333,18.707306667,20.516723333,15.178176667,62.021806667
2019-03-26 10:30:00,332.203770000,58.945570000,44.273793333,37.460610000,42.784740000,38.435573333,19.139683333,32.849210000,28.444876667,11.831406667,16.753973333,20.394496667,22.570820000,17.264586667,58.945570000
2019-03-26 10:25:00,339.507583333,55.681576667,45.636900000,38.334806667,43.018536667,38.465603333,18.762560000,32.782786667,29.571426667,12.659766667,17.178323333,21.134240000,23.751286667,18.211346667,55.681576667
2019-03-26 10:20:00,352.863893333,52.337013333,48.691843333,42.435366667,46.515570000,39.293440000,19.634756667,33.789313333,30.031563333,13.231063333,17.388366667,20.599276667,23.651496667,17.601836667,52.337013333
2019-03-26 10:15:00,353.146340000,48.887803333,47.600200000,40.232370000,45.362353333,40.531860000,20.921046667,35.092106667,32.111843333,15.509986667,19.418200000,19.113696667,21.409736667,15.842940000,48.887803333
2019-03-26 10:10:00,349.910253333,45.760956667,46.105923333,39.493453333,45.069553333,39.358736667,20.369020000,34.496320000,30.701926667,14.181793333,17.846983333,22.802060000,22.414206667,17.070276667,45.760956667
2019-03-26 10:05:00,351.610370000,42.615140000,44.207816667,37.937993333,43.430756667,37.701876667,19.167076667,32.203476667,29.606413333,12.698706667,16.344366667,26.143436667,29.132033333,23.036416667,42.615140000
2019-03-26 10:00:00,340.522620000,36.830283333,43.681250000,37.396963333,42.873396667,38.735003333,20.314390000,32.082660000,29.991246667,13.010893333,16.416383333,21.209853333,25.740246667,19.070333333,36.830283333
2019-03-26 09:55:00,341.772443333,19.936920000,42.816726667,37.602046667,43.605936667,39.581273333,20.958643333,32.904016667,30.574340000,13.472540000,17.019880000,20.483083333,25.077946667,17.676010000,19.936920000
2019-03-26 09:50:00,350.764380000,25.007923333,43.026406667,38.486926667,44.339793333,40.034630000,21.101403333,33.334676667,31.517336667,14.812420000,18.280093333,21.179676667,25.917120000,18.733896667,25.007923333
2019-03-26 09:45:00,370.086266667,16.928520000,45.714273333,41.532290000,46.953860000,42.019280000,23.544346667,35.795190000,31.471396667,15.244536667,19.210470000,23.679676667,25.060770000,19.860176667,16.928520000
2019-03-26 09:40:00,364.674140000,23.127350000,45.365836667,42.115530000,47.559830000,40.395600000,21.708650000,33.717446667,29.443413333,13.048556667,17.696033333,25.440066667,26.627893333,21.555283333,23.127350000
2019-03-26 09:35:00,352.142506667,20.704606667,44.849023333,41.431693333,46.983503333,40.007786667,21.570013333,32.944690000,30.401653333,12.873656667,17.364113333,22.333036667,23.451276667,17.932060000,20.704606667
2019-03-26 09:30:00,362.114600000,19.253310000,46.422396667,42.777866667,48.466516667,40.095500000,20.841953333,32.289663333,31.570630000,14.440680000,19.354283333,23.333996667,24.041123333,18.479990000,19.253310000
2019-03-26 09:25:00,366.423690000,18.031966667,45.502243333,41.946170000,47.427370000,40.997290000,21.277103333,32.965610000,31.879336667,14.984973333,20.120120000,24.341083333,25.325943333,19.656446667,18.031966667
2019-03-26 09:20:00,372.548906667,15.439833333,45.005476667,41.471243333,46.685246667,42.498950000,22.691953333,34.918703333,32.038760000,15.538363333,20.337833333,25.018920000,25.908643333,20.434813333,15.439833333
2019-03-26 09:15:00,362.514316667,12.836450000,46.597450000,43.936503333,48.352236667,42.011400000,22.035056667,34.129733333,30.774710000,14.254733333,18.702413333,21.637840000,23.057330000,17.024910000,12.836450000
2019-03-26 09:10:00,352.216543333,10.911183333,45.261396667,42.430343333,47.153230000,40.571440000,20.427650000,32.612230000,28.499683333,12.587156667,16.878443333,21.463706667,27.123806667,17.207456667,10.911183333
2019-03-26 09:05:00,354.200890000,8.736346667,42.643473333,39.133790000,45.189783333,40.955676667,21.484176667,33.180763333,28.639543333,12.131713333,16.808560000,25.798063333,29.233816667,19.001530000,8.736346667
2019-03-26 09:00:00,365.405413333,7.185743333,41.594323333,36.057563333,43.679126667,39.184230000,20.501856667,32.091166667,29.813266667,13.173000000,16.798443333,31.923820000,33.703576667,26.885040000,7.185743333
2019-03-26 08:55:00,370.615456667,5.918160000,42.595766667,37.247300000,44.845650000,41.711373333,22.780606667,34.385433333,32.152746667,15.656806667,19.414353333,28.187193333,27.332756667,24.305470000,5.918160000
2019-03-26 08:50:00,366.577833333,4.943026667,45.473526667,39.411583333,47.100696667,42.013923333,22.687816667,34.705016667,32.056806667,15.557673333,19.348776667,24.093030000,23.715986667,20.412996667,4.943026667
2019-03-26 08:45:00,345.672756667,3.957510000,44.881503333,38.018633333,45.658513333,40.119073333,20.520673333,32.403846667,29.922730000,13.318813333,17.002840000,24.032153333,23.115963333,16.678013333,3.957510000
2019-03-26 08:40:00,339.635596667,2.811536667,41.479936667,36.536880000,43.905046667,39.958990000,20.123026667,32.377903333,29.844146667,13.225136667,16.970913333,23.690996667,23.845483333,17.677136667,2.811536667
2019-03-26 08:35:00,339.971600000,2.722613333,41.206520000,36.227130000,43.476806667,40.083386667,20.658560000,32.526673333,30.113326667,13.177026667,17.074873333,22.174710000,26.234280000,17.018306667,2.722613333
2019-03-26 08:30:00,356.521650000,1.122106667,44.625973333,39.976406667,47.703856667,41.703853333,22.468383333,34.187766667,30.895130000,13.853806667,19.013436667,20.375080000,26.076680000,15.641276667,1.122106667
2019-03-26 08:25:00,362.703573333,0.620443333,44.350683333,39.651843333,47.825916667,43.964246667,23.986226667,35.130460000,31.121696667,14.152173333,19.313236667,21.831320000,24.037990000,17.337780000,0.620443333
2019-03-26 08:20:00,356.357803333,-0.228276667,44.156473333,38.576060000,46.648393333,45.049726667,24.291106667,34.644030000,29.029060000,11.712570000,17.093936667,22.589043333,24.314873333,18.252530000,-0.228276667
2019-03-26 08:15:00,346.975666667,-0.334246667,42.735213333,37.138020000,45.045296667,45.145233333,24.564503333,33.688240000,28.238320000,10.844376667,16.153123333,22.497710000,23.390506667,17.535123333,-0.334246667
2019-03-26 08:10:00,350.051080000,-1.383196667,46.810780000,41.285403333,49.238380000,44.125993333,23.498683333,32.869466667,29.141590000,11.061246667,16.338746667,20.088020000,20.756216667,14.836553333,-1.383196667
2019-03-26 08:05:00,387.027236667,-1.549123333,49.561466667,43.920390000,51.583626667,46.995013333,26.916333333,36.222186667,34.061290000,16.253306667,21.663470000,21.449106667,22.256346667,16.144700000,-1.549123333
2019-03-26 08:00:00,448.272016667,-1.548050000,58.106476667,52.486580000,58.688163333,45.639210000,25.693086667,36.016680000,45.857646667,28.967233333,34.262050000,22.272430000,23.230763333,17.051696667,-1.548050000
2019-03-26 07:55:00,430.873060000,-1.548393333,64.320973333,59.278780000,65.024550000,44.233016667,24.473980000,34.898626667,34.557183333,17.185356667,22.220840000,24.016156667,23.076580000,17.587016667,-1.548393333
2019-03-26 07:50:00,411.676956667,-1.551230000,63.740330000,59.610313333,66.272523333,41.676006667,22.032663333,32.876026667,29.227200000,11.383603333,16.645480000,25.166646667,24.326163333,18.720000000,-1.551230000
2019-03-26 07:45:00,386.660900000,-1.550163333,52.249210000,47.228896667,55.393776667,42.028416667,22.127976667,33.378540000,31.131233333,13.080276667,17.222546667,25.377620000,26.436206667,21.006200000,-1.550163333
2019-03-26 07:40:00,290.767473333,-1.547526667,25.431110000,13.842710000,24.648166667,39.988440000,19.648016667,30.721136667,32.327780000,13.949346667,17.699926667,25.379440000,26.331873333,20.799526667,-1.547526667
2019-03-26 07:35:00,206.657913333,-1.548016667,17.966206667,3.295586667,15.230276667,32.172140000,10.841970000,22.172616667,27.623373333,8.543063333,12.592673333,20.288330000,20.851650000,15.080026667,-1.548016667
2019-03-26 07:30:00,215.584963333,-1.542736667,20.077070000,6.157423333,18.016386667,32.249980000,10.793793333,22.993470000,29.185166667,10.218943333,13.609763333,19.398113333,19.471246667,13.413606667,-1.542736667
2019-03-26 07:25:00,221.010326667,-1.543436667,18.640796667,4.233800000,15.916483333,31.447503333,9.806606667,23.829056667,31.682023333,12.683383333,15.559120000,21.186690000,21.258653333,14.766210000,-1.543436667
2019-03-26 07:20:00,220.168283333,-1.547726667,18.040083333,3.840260000,15.335453333,32.319813333,10.248323333,24.742856667,29.465580000,11.103806667,14.169490000,22.438293333,22.201793333,16.262530000,-1.547726667
2019-03-26 07:15:00,230.780493333,-1.544196667,17.570256667,4.046326667,15.556336667,34.999680000,12.652916667,27.218733333,29.311126667,10.375093333,14.359056667,23.674836667,23.636056667,17.380073333,-1.544196667
2019-03-26 07:10:00,233.001893333,-1.541436667,18.526200000,4.558180000,15.699116667,35.884293333,12.786880000,27.460723333,32.582146667,13.283603333,17.484383333,20.347980000,20.626956667,13.761430000,-1.541436667
2019-03-26 07:05:00,235.909410000,-1.546336667,18.064790000,4.642070000,15.604960000,35.916810000,12.843216667,27.447596667,32.728140000,13.675933333,17.809380000,20.928633333,21.876993333,14.370886667,-1.546336667
2019-03-26 07:00:00,236.156206667,-1.554240000,17.711630000,4.044206667,15.189300000,36.294603333,12.340810000,26.487163333,31.615313333,12.493753333,16.384680000,23.132376667,23.662886667,16.799483333,-1.554240000
2019-03-26 06:55:00,240.216716667,-1.550273333,17.778323333,4.024446667,15.228366667,36.083416667,12.041990000,26.500796667,29.773503333,11.085060000,14.768266667,24.303743333,25.942723333,22.686080000,-1.550273333
2019-03-26 06:50:00,224.937150000,-1.555930000,18.211370000,4.666490000,15.698696667,36.308816667,11.823650000,26.622446667,30.138200000,11.518223333,15.129606667,19.020523333,21.392926667,14.406200000,-1.555930000
2019-03-26 06:45:00,248.252990000,-1.554806667,17.874583333,4.312226667,15.139370000,36.193973333,11.556146667,26.738993333,28.517873333,10.506163333,13.903870000,27.520390000,32.913440000,23.075960000,-1.554806667
2019-03-26 06:40:00,248.738656667,-1.555446667,19.104613333,4.956776667,15.923556667,35.201033333,11.252250000,26.111610000,29.508303333,10.884003333,14.584176667,26.032256667,33.327563333,21.852513333,-1.555446667
2019-03-26 06:35:00,252.290210000,-1.559683333,18.726880000,4.131516667,15.391666667,35.370683333,11.524910000,26.372220000,31.005180000,11.757106667,15.568023333,26.724453333,33.476446667,22.241123333,-1.559683333
2019-03-26 06:30:00,243.052610000,-1.565183333,22.450900000,7.841693333,19.032123333,34.933263333,11.420166667,26.000453333,30.710503333,11.586420000,14.404810000,23.714403333,23.746380000,17.211493333,-1.565183333
2019-03-26 06:25:00,241.492733333,-1.548993333,19.462086667,5.679540000,16.041513333,34.153050000,11.332506667,25.278653333,30.231796667,11.507660000,14.128310000,26.184160000,27.178136667,20.315320000,-1.548993333
2019-03-26 06:20:00,252.585310000,-1.545890000,19.188723333,5.332743333,15.192636667,33.253440000,10.124106667,24.531533333,31.608066667,13.053316667,15.402233333,29.326966667,31.376030000,24.195513333,-1.545890000
2019-03-26 06:15:00,235.287870000,-1.548026667,19.153376667,4.945216667,14.999000000,33.609860000,10.163423333,24.717886667,30.082363333,11.432206667,13.912376667,25.470436667,27.009990000,19.791733333,-1.548026667
2019-03-26 06:10:00,229.463073333,-1.560166667,18.063283333,4.931250000,14.921036667,33.601796667,10.083066667,25.059516667,30.007806667,11.332940000,13.910886667,23.987430000,25.464066667,18.099993333,-1.560166667
2019-03-26 06:05:00,224.416370000,-1.562930000,17.715873333,4.895650000,15.084336667,30.785163333,7.016390000,21.750766667,31.455033333,12.796520000,15.210526667,24.145856667,25.720446667,17.839806667,-1.562930000
2019-03-26 06:00:00,211.186050000,-1.554063333,17.201723333,3.662030000,14.443943333,30.339120000,6.085236667,20.159616667,24.457103333,9.076300000,13.671396667,25.575090000,28.403720000,18.110770000,-1.554063333
2019-03-26 05:55:00,208.321270000,-1.557293333,17.755653333,4.154696667,15.099380000,30.534826667,6.462710000,20.386186667,21.851660000,8.284236667,13.326363333,25.934276667,26.660016667,17.871263333,-1.557293333
2019-03-26 05:50:00,197.399093333,-1.555530000,17.828616667,4.237240000,14.567196667,29.428240000,5.615270000,19.501043333,21.600543333,8.296670000,13.254780000,23.935186667,23.493636667,15.640670000,-1.555530000
2019-03-26 05:45:00,196.192586667,-1.558416667,18.980226667,4.691476667,14.546526667,29.069496667,5.116610000,19.332773333,21.510083333,8.218386667,13.292143333,23.191056667,23.177303333,15.066503333,-1.558416667
2019-03-26 05:40:00,205.533946667,-1.564946667,18.449853333,4.380473333,14.257563333,29.445516667,5.453800000,19.477836667,21.878783333,8.560000000,13.538800000,25.985096667,26.269893333,17.836330000,-1.564946667
2019-03-26 05:35:00,222.099923333,-1.567393333,19.183840000,5.212726667,14.791526667,29.288320000,5.207733333,19.473950000,21.504316667,8.173793333,13.213736667,32.955916667,30.853013333,22.241050000,-1.567393333
2019-03-26 05:30:00,210.175076667,-1.563530000,21.920113333,8.166383333,18.210163333,28.288626667,5.464343333,19.175596667,21.631783333,8.308216667,13.180393333,24.495980000,23.397676667,17.935800000,-1.563530000
2019-03-26 05:25:00,207.541646667,-1.564930000,17.521500000,3.745016667,14.276970000,27.972336667,5.320026667,19.170423333,23.913633333,10.139750000,15.467540000,25.578613333,24.373866667,20.061970000,-1.564930000
2019-03-26 05:20:00,211.617153333,-1.562306667,17.716653333,3.841613333,14.454333333,28.207760000,5.249040000,19.191130000,24.457623333,10.584696667,15.997776667,27.663010000,26.216116667,18.037400000,-1.562306667
2019-03-26 05:15:00,210.334203333,-1.557153333,17.956893333,3.900210000,14.531973333,28.342936667,5.149126667,19.227836667,24.375156667,10.669276667,15.357536667,26.580593333,26.114036667,18.128626667,-1.557153333
2019-03-26 05:10:00,192.798040000,-1.561383333,17.492590000,4.330096667,14.379200000,28.088740000,4.888140000,19.245783333,21.881383333,8.795500000,13.062120000,22.970586667,22.980920000,14.682980000,-1.561383333
2019-03-26 05:05:00,197.025246667,-1.565910000,17.810683333,3.963670000,14.178590000,28.596743333,5.248350000,19.432086667,21.952230000,8.883733333,13.102236667,23.097920000,25.905886667,14.853116667,-1.565910000
2019-03-26 05:00:00,203.478883333,-1.560826667,17.257413333,4.580743333,14.126646667,28.726473333,5.699786667,19.613320000,22.561306667,8.976260000,13.130076667,24.893470000,26.559356667,17.354030000,-1.560826667
2019-03-26 04:55:00,195.213966667,-1.570350000,16.846030000,4.670386667,13.997163333,28.511450000,5.571640000,19.353813333,22.889233333,9.143030000,13.092296667,22.615830000,22.739213333,15.783880000,-1.570350000
2019-03-26 04:50:00,179.825436667,-1.562270000,16.574096667,3.554823333,13.953696667,29.183066667,5.262620000,19.527196667,22.804716667,9.019543333,13.085580000,17.787483333,18.070823333,11.001790000,-1.562270000
2019-03-26 04:45:00,187.048973333,-1.558173333,16.784306667,3.319956667,14.098126667,29.672160000,5.120160000,19.541963333,22.599440000,8.808466667,13.104836667,18.590546667,22.554440000,12.854570000,-1.558173333
2019-03-26 04:40:00,198.597286667,-1.558270000,17.002743333,4.343056667,14.718416667,29.780136667,5.162753333,19.567156667,21.914196667,8.063456667,13.099770000,20.852996667,28.486800000,15.605803333,-1.558270000
2019-03-26 04:35:00,207.682053333,-1.566436667,19.788406667,6.873246667,17.521396667,29.808303333,5.096170000,19.550650000,21.915330000,8.062966667,13.107130000,22.010780000,27.302923333,16.644750000,-1.566436667
2019-03-26 04:30:00,184.655713333,-1.558856667,16.628193333,3.169136667,13.966260000,29.842413333,5.476603333,19.704213333,21.958456667,8.062903333,13.129093333,18.711226667,21.188933333,12.818280000,-1.558856667
2019-03-26 04:25:00,196.091223333,-1.565483333,18.201143333,4.251073333,14.802716667,29.985040000,5.572820000,19.862603333,22.143816667,8.162443333,13.391900000,22.396213333,22.297520000,15.023933333,-1.565483333
2019-03-26 04:20:00,190.160770000,-1.558980000,18.380460000,4.048666667,14.376236667,29.680610000,5.634596667,19.660226667,22.082433333,8.095406667,13.196873333,20.629276667,20.799720000,13.576263333,-1.558980000
2019-03-26 04:15:00,194.299873333,-1.568226667,19.636163333,4.493483333,14.454203333,29.105963333,5.367240000,20.051020000,21.919266667,7.988763333,13.145536667,21.626480000,21.967683333,14.544070000,-1.568226667
2019-03-26 04:10:00,183.706216667,-1.570746667,19.923010000,4.451606667,14.729976667,28.842123333,4.885173333,19.431653333,22.012916667,8.035620000,13.163516667,18.523653333,18.320340000,11.386626667,-1.570746667
2019-03-26 04:05:00,183.536676667,-1.578093333,20.229240000,4.591163333,14.850370000,28.674590000,4.688846667,19.458120000,21.939173333,7.988283333,13.170903333,18.261746667,18.168043333,11.516196667,-1.578093333
2019-03-26 04:00:00,191.297940000,-1.576276667,19.065766667,4.611613333,15.157583333,28.950550000,5.227406667,19.486040000,22.108220000,8.087190000,13.331426667,20.501106667,20.730913333,14.040123333,-1.576276667
2019-03-26 03:55:00,192.321906667,-1.590276667,17.690083333,3.945150000,14.775366667,28.556416667,5.047633333,19.298020000,23.046913333,9.079746667,13.183916667,21.309843333,21.641900000,14.746916667,-1.590276667
2019-03-26 03:50:00,182.514766667,-1.590283333,16.965430000,3.563610000,14.342206667,28.874156667,5.208303333,19.426713333,23.118943333,9.093423333,13.178463333,18.523433333,18.763076667,11.457006667,-1.590283333
2019-03-26 03:45:00,193.200193333,-1.590960000,19.102623333,6.471660000,16.666390000,28.729996667,4.659283333,19.473270000,23.966476667,9.745920000,13.975713333,19.214763333,19.143096667,12.051000000,-1.590960000
2019-03-26 03:40:00,206.522223333,-1.593686667,20.040113333,6.734753333,17.072576667,29.683840000,5.112530000,19.599223333,25.906633333,11.429080000,15.898163333,20.724643333,20.483993333,13.836673333,-1.593686667
2019-03-26 03:35:00,203.252816667,-1.593430000,16.851186667,3.669816667,14.396466667,30.006743333,4.955373333,19.789246667,26.078513333,11.661233333,16.116803333,22.302200000,22.245773333,15.179460000,-1.593430000
2019-03-26 03:30:00,187.853583333,-1.587246667,17.140526667,3.589200000,14.393743333,30.212513333,5.524620000,19.844623333,23.853980000,10.119123333,14.779766667,18.562736667,18.571473333,11.261276667,-1.587246667
2019-03-26 03:25:00,185.271116667,-1.576933333,18.070706667,4.125490000,14.375106667,30.678360000,6.223546667,20.259823333,21.198616667,7.846010000,13.072260000,19.009220000,18.720983333,11.690993333,-1.576933333
2019-03-26 03:20:00,193.369253333,-1.563223333,18.001350000,3.940173333,14.491350000,30.363570000,5.765446667,19.773943333,21.058356667,7.690523333,13.068846667,22.176030000,22.130573333,14.909090000,-1.563223333
2019-03-26 03:15:00,200.843930000,-1.575886667,17.883060000,3.900543333,14.527203333,29.883126667,5.049246667,19.849163333,21.101843333,7.735613333,13.138043333,24.742556667,25.150710000,17.882820000,-1.575886667
2019-03-26 03:10:00,180.346513333,-1.577676667,17.725893333,4.149760000,14.510500000,29.541630000,5.117726667,19.719756667,20.999386667,7.680386667,13.060480000,17.968426667,18.708756667,11.163810000,-1.577676667
2019-03-26 03:05:00,178.352410000,-1.555863333,17.794743333,4.032356667,14.637560000,28.593883333,4.825876667,19.410896667,21.055210000,7.713063333,13.055730000,17.897323333,18.323126667,11.012640000,-1.555863333
2019-03-26 03:00:00,189.385810000,-1.561603333,18.411716667,4.852820000,15.410676667,28.541546667,5.110983333,19.416493333,21.082446667,7.720236667,13.070426667,20.817210000,20.993270000,13.957983333,-1.561603333
2019-03-26 02:55:00,204.968350000,-1.559330000,23.761520000,8.820353333,18.987240000,28.367420000,5.093746667,19.323436667,21.033596667,7.672876667,13.063673333,21.981766667,21.804216667,15.058503333,-1.559330000
2019-03-26 02:50:00,194.893916667,-1.566936667,22.534793333,7.392176667,17.533613333,28.599966667,5.284840000,19.329440000,20.996946667,7.655110000,13.069673333,20.666846667,19.743620000,12.086890000,-1.566936667
2019-03-26 02:45:00,190.336880000,-1.574886667,20.894056667,7.252320000,16.839083333,28.481486667,4.812816667,19.352680000,20.983430000,7.798433333,13.046183333,20.166856667,19.073776667,11.635756667,-1.574886667
